filter_status	method	node	rejected	meaning
before_filter	Leaf_BH	K625	FALSE	K62.5 Haemorrhage of anus and rectum
after_filter	Leaf_BH	K625	FALSE	K62.5 Haemorrhage of anus and rectum
before_filter	Yekutieli	K625	FALSE	K62.5 Haemorrhage of anus and rectum
after_filter	Yekutieli	K625	FALSE	K62.5 Haemorrhage of anus and rectum
before_filter	Focused_BH	K626	FALSE	K62.6 Ulcer of anus and rectum
after_filter	Focused_BH	K626	FALSE	K62.6 Ulcer of anus and rectum
before_filter	Structured_Holm	K626	FALSE	K62.6 Ulcer of anus and rectum
after_filter	Structured_Holm	K626	FALSE	K62.6 Ulcer of anus and rectum
before_filter	BH	K626	FALSE	K62.6 Ulcer of anus and rectum
after_filter	BH	K626	FALSE	K62.6 Ulcer of anus and rectum
before_filter	Leaf_BH	K626	FALSE	K62.6 Ulcer of anus and rectum
after_filter	Leaf_BH	K626	FALSE	K62.6 Ulcer of anus and rectum
before_filter	Yekutieli	K626	FALSE	K62.6 Ulcer of anus and rectum
after_filter	Yekutieli	K626	FALSE	K62.6 Ulcer of anus and rectum
before_filter	Focused_BH	K627	FALSE	K62.7 Radiation proctitis
after_filter	Focused_BH	K627	FALSE	K62.7 Radiation proctitis
before_filter	Structured_Holm	K627	FALSE	K62.7 Radiation proctitis
after_filter	Structured_Holm	K627	FALSE	K62.7 Radiation proctitis
before_filter	BH	K627	FALSE	K62.7 Radiation proctitis
after_filter	BH	K627	FALSE	K62.7 Radiation proctitis
before_filter	Leaf_BH	K627	FALSE	K62.7 Radiation proctitis
after_filter	Leaf_BH	K627	FALSE	K62.7 Radiation proctitis
before_filter	Yekutieli	K627	FALSE	K62.7 Radiation proctitis
after_filter	Yekutieli	K627	FALSE	K62.7 Radiation proctitis
before_filter	Focused_BH	K628	FALSE	K62.8 Other specified diseases of anus and rectum
after_filter	Focused_BH	K628	FALSE	K62.8 Other specified diseases of anus and rectum
before_filter	Structured_Holm	K628	FALSE	K62.8 Other specified diseases of anus and rectum
after_filter	Structured_Holm	K628	FALSE	K62.8 Other specified diseases of anus and rectum
before_filter	BH	K628	FALSE	K62.8 Other specified diseases of anus and rectum
after_filter	BH	K628	FALSE	K62.8 Other specified diseases of anus and rectum
before_filter	Leaf_BH	K628	FALSE	K62.8 Other specified diseases of anus and rectum
after_filter	Leaf_BH	K628	FALSE	K62.8 Other specified diseases of anus and rectum
before_filter	Yekutieli	K628	FALSE	K62.8 Other specified diseases of anus and rectum
after_filter	Yekutieli	K628	FALSE	K62.8 Other specified diseases of anus and rectum
before_filter	Focused_BH	K629	FALSE	K62.9 Disease of anus and rectum, unspecified
after_filter	Focused_BH	K629	FALSE	K62.9 Disease of anus and rectum, unspecified
before_filter	Structured_Holm	K629	FALSE	K62.9 Disease of anus and rectum, unspecified
after_filter	Structured_Holm	K629	FALSE	K62.9 Disease of anus and rectum, unspecified
before_filter	BH	K629	FALSE	K62.9 Disease of anus and rectum, unspecified
after_filter	BH	K629	FALSE	K62.9 Disease of anus and rectum, unspecified
before_filter	Leaf_BH	K629	FALSE	K62.9 Disease of anus and rectum, unspecified
after_filter	Leaf_BH	K629	FALSE	K62.9 Disease of anus and rectum, unspecified
before_filter	Yekutieli	K629	FALSE	K62.9 Disease of anus and rectum, unspecified
after_filter	Yekutieli	K629	FALSE	K62.9 Disease of anus and rectum, unspecified
before_filter	Focused_BH	K63	FALSE	K63 Other diseases of intestine
after_filter	Focused_BH	K63	FALSE	K63 Other diseases of intestine
before_filter	Structured_Holm	K63	FALSE	K63 Other diseases of intestine
after_filter	Structured_Holm	K63	FALSE	K63 Other diseases of intestine
before_filter	BH	K63	FALSE	K63 Other diseases of intestine
after_filter	BH	K63	FALSE	K63 Other diseases of intestine
before_filter	Leaf_BH	K63	FALSE	K63 Other diseases of intestine
after_filter	Leaf_BH	K63	FALSE	K63 Other diseases of intestine
before_filter	Yekutieli	K63	FALSE	K63 Other diseases of intestine
after_filter	Yekutieli	K63	FALSE	K63 Other diseases of intestine
before_filter	Focused_BH	K631	FALSE	K63.1 Perforation of intestine (nontraumatic)
after_filter	Focused_BH	K631	FALSE	K63.1 Perforation of intestine (nontraumatic)
before_filter	Structured_Holm	K631	FALSE	K63.1 Perforation of intestine (nontraumatic)
after_filter	Structured_Holm	K631	FALSE	K63.1 Perforation of intestine (nontraumatic)
before_filter	BH	K631	FALSE	K63.1 Perforation of intestine (nontraumatic)
after_filter	BH	K631	FALSE	K63.1 Perforation of intestine (nontraumatic)
before_filter	Leaf_BH	K631	FALSE	K63.1 Perforation of intestine (nontraumatic)
after_filter	Leaf_BH	K631	FALSE	K63.1 Perforation of intestine (nontraumatic)
before_filter	Yekutieli	K631	FALSE	K63.1 Perforation of intestine (nontraumatic)
after_filter	Yekutieli	K631	FALSE	K63.1 Perforation of intestine (nontraumatic)
before_filter	Focused_BH	K632	FALSE	K63.2 Fistula of intestine
after_filter	Focused_BH	K632	FALSE	K63.2 Fistula of intestine
before_filter	Structured_Holm	K632	FALSE	K63.2 Fistula of intestine
after_filter	Structured_Holm	K632	FALSE	K63.2 Fistula of intestine
before_filter	BH	K632	FALSE	K63.2 Fistula of intestine
after_filter	BH	K632	FALSE	K63.2 Fistula of intestine
before_filter	Leaf_BH	K632	FALSE	K63.2 Fistula of intestine
after_filter	Leaf_BH	K632	FALSE	K63.2 Fistula of intestine
before_filter	Yekutieli	K632	FALSE	K63.2 Fistula of intestine
after_filter	Yekutieli	K632	FALSE	K63.2 Fistula of intestine
before_filter	Focused_BH	K633	FALSE	K63.3 Ulcer of intestine
after_filter	Focused_BH	K633	FALSE	K63.3 Ulcer of intestine
before_filter	Structured_Holm	K633	FALSE	K63.3 Ulcer of intestine
after_filter	Structured_Holm	K633	FALSE	K63.3 Ulcer of intestine
before_filter	BH	K633	FALSE	K63.3 Ulcer of intestine
after_filter	BH	K633	FALSE	K63.3 Ulcer of intestine
before_filter	Leaf_BH	K633	FALSE	K63.3 Ulcer of intestine
after_filter	Leaf_BH	K633	FALSE	K63.3 Ulcer of intestine
before_filter	Yekutieli	K633	FALSE	K63.3 Ulcer of intestine
after_filter	Yekutieli	K633	FALSE	K63.3 Ulcer of intestine
before_filter	Focused_BH	K635	FALSE	K63.5 Polyp of colon
after_filter	Focused_BH	K635	FALSE	K63.5 Polyp of colon
before_filter	Structured_Holm	K635	FALSE	K63.5 Polyp of colon
after_filter	Structured_Holm	K635	FALSE	K63.5 Polyp of colon
before_filter	BH	K635	FALSE	K63.5 Polyp of colon
after_filter	BH	K635	FALSE	K63.5 Polyp of colon
before_filter	Leaf_BH	K635	FALSE	K63.5 Polyp of colon
after_filter	Leaf_BH	K635	FALSE	K63.5 Polyp of colon
before_filter	Yekutieli	K635	FALSE	K63.5 Polyp of colon
after_filter	Yekutieli	K635	FALSE	K63.5 Polyp of colon
before_filter	Focused_BH	K638	FALSE	K63.8 Other specified diseases of intestine
after_filter	Focused_BH	K638	FALSE	K63.8 Other specified diseases of intestine
before_filter	Structured_Holm	K638	FALSE	K63.8 Other specified diseases of intestine
after_filter	Structured_Holm	K638	FALSE	K63.8 Other specified diseases of intestine
before_filter	BH	K638	FALSE	K63.8 Other specified diseases of intestine
after_filter	BH	K638	FALSE	K63.8 Other specified diseases of intestine
before_filter	Leaf_BH	K638	FALSE	K63.8 Other specified diseases of intestine
after_filter	Leaf_BH	K638	FALSE	K63.8 Other specified diseases of intestine
before_filter	Yekutieli	K638	FALSE	K63.8 Other specified diseases of intestine
after_filter	Yekutieli	K638	FALSE	K63.8 Other specified diseases of intestine
before_filter	Focused_BH	K639	FALSE	K63.9 Disease of intestine, unspecified
after_filter	Focused_BH	K639	FALSE	K63.9 Disease of intestine, unspecified
before_filter	Structured_Holm	K639	FALSE	K63.9 Disease of intestine, unspecified
after_filter	Structured_Holm	K639	FALSE	K63.9 Disease of intestine, unspecified
before_filter	BH	K639	FALSE	K63.9 Disease of intestine, unspecified
after_filter	BH	K639	FALSE	K63.9 Disease of intestine, unspecified
before_filter	Leaf_BH	K639	FALSE	K63.9 Disease of intestine, unspecified
after_filter	Leaf_BH	K639	FALSE	K63.9 Disease of intestine, unspecified
before_filter	Yekutieli	K639	FALSE	K63.9 Disease of intestine, unspecified
after_filter	Yekutieli	K639	FALSE	K63.9 Disease of intestine, unspecified
before_filter	Focused_BH	K65	FALSE	K65 Peritonitis
after_filter	Focused_BH	K65	FALSE	K65 Peritonitis
before_filter	Structured_Holm	K65	FALSE	K65 Peritonitis
after_filter	Structured_Holm	K65	FALSE	K65 Peritonitis
before_filter	BH	K65	FALSE	K65 Peritonitis
after_filter	BH	K65	FALSE	K65 Peritonitis
before_filter	Leaf_BH	K65	FALSE	K65 Peritonitis
after_filter	Leaf_BH	K65	FALSE	K65 Peritonitis
before_filter	Yekutieli	K65	FALSE	K65 Peritonitis
after_filter	Yekutieli	K65	FALSE	K65 Peritonitis
before_filter	Focused_BH	K650	FALSE	K65.0 Acute peritonitis
after_filter	Focused_BH	K650	FALSE	K65.0 Acute peritonitis
before_filter	Structured_Holm	K650	FALSE	K65.0 Acute peritonitis
after_filter	Structured_Holm	K650	FALSE	K65.0 Acute peritonitis
before_filter	BH	K650	FALSE	K65.0 Acute peritonitis
after_filter	BH	K650	FALSE	K65.0 Acute peritonitis
before_filter	Leaf_BH	K650	FALSE	K65.0 Acute peritonitis
after_filter	Leaf_BH	K650	FALSE	K65.0 Acute peritonitis
before_filter	Yekutieli	K650	FALSE	K65.0 Acute peritonitis
after_filter	Yekutieli	K650	FALSE	K65.0 Acute peritonitis
before_filter	Focused_BH	K659	FALSE	K65.9 Peritonitis, unspecified
after_filter	Focused_BH	K659	FALSE	K65.9 Peritonitis, unspecified
before_filter	Structured_Holm	K659	FALSE	K65.9 Peritonitis, unspecified
after_filter	Structured_Holm	K659	FALSE	K65.9 Peritonitis, unspecified
before_filter	BH	K659	FALSE	K65.9 Peritonitis, unspecified
after_filter	BH	K659	FALSE	K65.9 Peritonitis, unspecified
before_filter	Leaf_BH	K659	FALSE	K65.9 Peritonitis, unspecified
after_filter	Leaf_BH	K659	FALSE	K65.9 Peritonitis, unspecified
before_filter	Yekutieli	K659	FALSE	K65.9 Peritonitis, unspecified
after_filter	Yekutieli	K659	FALSE	K65.9 Peritonitis, unspecified
before_filter	Focused_BH	K66	FALSE	K66 Other disorders of peritoneum
after_filter	Focused_BH	K66	FALSE	K66 Other disorders of peritoneum
before_filter	Structured_Holm	K66	FALSE	K66 Other disorders of peritoneum
after_filter	Structured_Holm	K66	FALSE	K66 Other disorders of peritoneum
before_filter	BH	K66	FALSE	K66 Other disorders of peritoneum
after_filter	BH	K66	FALSE	K66 Other disorders of peritoneum
before_filter	Leaf_BH	K66	FALSE	K66 Other disorders of peritoneum
after_filter	Leaf_BH	K66	FALSE	K66 Other disorders of peritoneum
before_filter	Yekutieli	K66	FALSE	K66 Other disorders of peritoneum
after_filter	Yekutieli	K66	FALSE	K66 Other disorders of peritoneum
before_filter	Focused_BH	K660	FALSE	K66.0 Peritoneal adhesions
after_filter	Focused_BH	K660	FALSE	K66.0 Peritoneal adhesions
before_filter	Structured_Holm	K660	FALSE	K66.0 Peritoneal adhesions
after_filter	Structured_Holm	K660	FALSE	K66.0 Peritoneal adhesions
before_filter	BH	K660	FALSE	K66.0 Peritoneal adhesions
after_filter	BH	K660	FALSE	K66.0 Peritoneal adhesions
before_filter	Leaf_BH	K660	FALSE	K66.0 Peritoneal adhesions
after_filter	Leaf_BH	K660	FALSE	K66.0 Peritoneal adhesions
before_filter	Yekutieli	K660	FALSE	K66.0 Peritoneal adhesions
after_filter	Yekutieli	K660	FALSE	K66.0 Peritoneal adhesions
before_filter	Focused_BH	K668	FALSE	K66.8 Other specified disorders of peritoneum
after_filter	Focused_BH	K668	FALSE	K66.8 Other specified disorders of peritoneum
before_filter	Structured_Holm	K668	FALSE	K66.8 Other specified disorders of peritoneum
after_filter	Structured_Holm	K668	FALSE	K66.8 Other specified disorders of peritoneum
before_filter	BH	K668	FALSE	K66.8 Other specified disorders of peritoneum
after_filter	BH	K668	FALSE	K66.8 Other specified disorders of peritoneum
before_filter	Leaf_BH	K668	FALSE	K66.8 Other specified disorders of peritoneum
after_filter	Leaf_BH	K668	FALSE	K66.8 Other specified disorders of peritoneum
before_filter	Yekutieli	K668	FALSE	K66.8 Other specified disorders of peritoneum
after_filter	Yekutieli	K668	FALSE	K66.8 Other specified disorders of peritoneum
before_filter	Focused_BH	K70	FALSE	K70 Alcoholic liver disease
after_filter	Focused_BH	K70	FALSE	K70 Alcoholic liver disease
before_filter	Structured_Holm	K70	FALSE	K70 Alcoholic liver disease
after_filter	Structured_Holm	K70	FALSE	K70 Alcoholic liver disease
before_filter	BH	K70	FALSE	K70 Alcoholic liver disease
after_filter	BH	K70	FALSE	K70 Alcoholic liver disease
before_filter	Leaf_BH	K70	FALSE	K70 Alcoholic liver disease
after_filter	Leaf_BH	K70	FALSE	K70 Alcoholic liver disease
before_filter	Yekutieli	K70	FALSE	K70 Alcoholic liver disease
after_filter	Yekutieli	K70	FALSE	K70 Alcoholic liver disease
before_filter	Focused_BH	K701	FALSE	K70.1 Alcoholic hepatitis
after_filter	Focused_BH	K701	FALSE	K70.1 Alcoholic hepatitis
before_filter	Structured_Holm	K701	FALSE	K70.1 Alcoholic hepatitis
after_filter	Structured_Holm	K701	FALSE	K70.1 Alcoholic hepatitis
before_filter	BH	K701	FALSE	K70.1 Alcoholic hepatitis
after_filter	BH	K701	FALSE	K70.1 Alcoholic hepatitis
before_filter	Leaf_BH	K701	FALSE	K70.1 Alcoholic hepatitis
after_filter	Leaf_BH	K701	FALSE	K70.1 Alcoholic hepatitis
before_filter	Yekutieli	K701	FALSE	K70.1 Alcoholic hepatitis
after_filter	Yekutieli	K701	FALSE	K70.1 Alcoholic hepatitis
before_filter	Focused_BH	K703	FALSE	K70.3 Alcoholic cirrhosis of liver
after_filter	Focused_BH	K703	FALSE	K70.3 Alcoholic cirrhosis of liver
before_filter	Structured_Holm	K703	FALSE	K70.3 Alcoholic cirrhosis of liver
after_filter	Structured_Holm	K703	FALSE	K70.3 Alcoholic cirrhosis of liver
before_filter	BH	K703	FALSE	K70.3 Alcoholic cirrhosis of liver
after_filter	BH	K703	FALSE	K70.3 Alcoholic cirrhosis of liver
before_filter	Leaf_BH	K703	FALSE	K70.3 Alcoholic cirrhosis of liver
after_filter	Leaf_BH	K703	FALSE	K70.3 Alcoholic cirrhosis of liver
before_filter	Yekutieli	K703	FALSE	K70.3 Alcoholic cirrhosis of liver
after_filter	Yekutieli	K703	FALSE	K70.3 Alcoholic cirrhosis of liver
before_filter	Focused_BH	K704	FALSE	K70.4 Alcoholic hepatic failure
after_filter	Focused_BH	K704	FALSE	K70.4 Alcoholic hepatic failure
before_filter	Structured_Holm	K704	FALSE	K70.4 Alcoholic hepatic failure
after_filter	Structured_Holm	K704	FALSE	K70.4 Alcoholic hepatic failure
before_filter	BH	K704	FALSE	K70.4 Alcoholic hepatic failure
after_filter	BH	K704	FALSE	K70.4 Alcoholic hepatic failure
before_filter	Leaf_BH	K704	FALSE	K70.4 Alcoholic hepatic failure
after_filter	Leaf_BH	K704	FALSE	K70.4 Alcoholic hepatic failure
before_filter	Yekutieli	K704	FALSE	K70.4 Alcoholic hepatic failure
after_filter	Yekutieli	K704	FALSE	K70.4 Alcoholic hepatic failure
before_filter	Focused_BH	K709	FALSE	K70.9 Alcoholic liver disease, unspecified
after_filter	Focused_BH	K709	FALSE	K70.9 Alcoholic liver disease, unspecified
before_filter	Structured_Holm	K709	FALSE	K70.9 Alcoholic liver disease, unspecified
after_filter	Structured_Holm	K709	FALSE	K70.9 Alcoholic liver disease, unspecified
before_filter	BH	K709	FALSE	K70.9 Alcoholic liver disease, unspecified
after_filter	BH	K709	FALSE	K70.9 Alcoholic liver disease, unspecified
before_filter	Leaf_BH	K709	FALSE	K70.9 Alcoholic liver disease, unspecified
after_filter	Leaf_BH	K709	FALSE	K70.9 Alcoholic liver disease, unspecified
before_filter	Yekutieli	K709	FALSE	K70.9 Alcoholic liver disease, unspecified
after_filter	Yekutieli	K709	FALSE	K70.9 Alcoholic liver disease, unspecified
before_filter	Focused_BH	K72	FALSE	K72 Hepatic failure, not elsewhere classified
after_filter	Focused_BH	K72	FALSE	K72 Hepatic failure, not elsewhere classified
before_filter	Structured_Holm	K72	FALSE	K72 Hepatic failure, not elsewhere classified
after_filter	Structured_Holm	K72	FALSE	K72 Hepatic failure, not elsewhere classified
before_filter	BH	K72	FALSE	K72 Hepatic failure, not elsewhere classified
after_filter	BH	K72	FALSE	K72 Hepatic failure, not elsewhere classified
before_filter	Leaf_BH	K72	FALSE	K72 Hepatic failure, not elsewhere classified
after_filter	Leaf_BH	K72	FALSE	K72 Hepatic failure, not elsewhere classified
before_filter	Yekutieli	K72	FALSE	K72 Hepatic failure, not elsewhere classified
after_filter	Yekutieli	K72	FALSE	K72 Hepatic failure, not elsewhere classified
before_filter	Focused_BH	K720	FALSE	K72.0 Acute and subacute hepatic failure
after_filter	Focused_BH	K720	FALSE	K72.0 Acute and subacute hepatic failure
before_filter	Structured_Holm	K720	FALSE	K72.0 Acute and subacute hepatic failure
after_filter	Structured_Holm	K720	FALSE	K72.0 Acute and subacute hepatic failure
before_filter	BH	K720	FALSE	K72.0 Acute and subacute hepatic failure
after_filter	BH	K720	FALSE	K72.0 Acute and subacute hepatic failure
before_filter	Leaf_BH	K720	FALSE	K72.0 Acute and subacute hepatic failure
after_filter	Leaf_BH	K720	FALSE	K72.0 Acute and subacute hepatic failure
before_filter	Yekutieli	K720	FALSE	K72.0 Acute and subacute hepatic failure
after_filter	Yekutieli	K720	FALSE	K72.0 Acute and subacute hepatic failure
before_filter	Focused_BH	K729	FALSE	K72.9 Hepatic failure, unspecified
after_filter	Focused_BH	K729	FALSE	K72.9 Hepatic failure, unspecified
before_filter	Structured_Holm	K729	FALSE	K72.9 Hepatic failure, unspecified
after_filter	Structured_Holm	K729	FALSE	K72.9 Hepatic failure, unspecified
before_filter	BH	K729	FALSE	K72.9 Hepatic failure, unspecified
after_filter	BH	K729	FALSE	K72.9 Hepatic failure, unspecified
before_filter	Leaf_BH	K729	FALSE	K72.9 Hepatic failure, unspecified
after_filter	Leaf_BH	K729	FALSE	K72.9 Hepatic failure, unspecified
before_filter	Yekutieli	K729	FALSE	K72.9 Hepatic failure, unspecified
after_filter	Yekutieli	K729	FALSE	K72.9 Hepatic failure, unspecified
before_filter	Focused_BH	K73	FALSE	K73 Chronic hepatitis, not elsewhere classified
after_filter	Focused_BH	K73	FALSE	K73 Chronic hepatitis, not elsewhere classified
before_filter	Structured_Holm	K73	FALSE	K73 Chronic hepatitis, not elsewhere classified
after_filter	Structured_Holm	K73	FALSE	K73 Chronic hepatitis, not elsewhere classified
before_filter	BH	K73	FALSE	K73 Chronic hepatitis, not elsewhere classified
after_filter	BH	K73	FALSE	K73 Chronic hepatitis, not elsewhere classified
before_filter	Leaf_BH	K73	FALSE	K73 Chronic hepatitis, not elsewhere classified
after_filter	Leaf_BH	K73	FALSE	K73 Chronic hepatitis, not elsewhere classified
before_filter	Yekutieli	K73	FALSE	K73 Chronic hepatitis, not elsewhere classified
after_filter	Yekutieli	K73	FALSE	K73 Chronic hepatitis, not elsewhere classified
before_filter	Focused_BH	K739	FALSE	K73.9 Chronic hepatitis, unspecified
after_filter	Focused_BH	K739	FALSE	K73.9 Chronic hepatitis, unspecified
before_filter	Structured_Holm	K739	FALSE	K73.9 Chronic hepatitis, unspecified
after_filter	Structured_Holm	K739	FALSE	K73.9 Chronic hepatitis, unspecified
before_filter	BH	K739	FALSE	K73.9 Chronic hepatitis, unspecified
after_filter	BH	K739	FALSE	K73.9 Chronic hepatitis, unspecified
before_filter	Leaf_BH	K739	FALSE	K73.9 Chronic hepatitis, unspecified
after_filter	Leaf_BH	K739	FALSE	K73.9 Chronic hepatitis, unspecified
before_filter	Yekutieli	K739	FALSE	K73.9 Chronic hepatitis, unspecified
after_filter	Yekutieli	K739	FALSE	K73.9 Chronic hepatitis, unspecified
before_filter	Focused_BH	K74	FALSE	K74 Fibrosis and cirrhosis of liver
after_filter	Focused_BH	K74	FALSE	K74 Fibrosis and cirrhosis of liver
before_filter	Structured_Holm	K74	FALSE	K74 Fibrosis and cirrhosis of liver
after_filter	Structured_Holm	K74	FALSE	K74 Fibrosis and cirrhosis of liver
before_filter	BH	K74	FALSE	K74 Fibrosis and cirrhosis of liver
after_filter	BH	K74	FALSE	K74 Fibrosis and cirrhosis of liver
before_filter	Leaf_BH	K74	FALSE	K74 Fibrosis and cirrhosis of liver
after_filter	Leaf_BH	K74	FALSE	K74 Fibrosis and cirrhosis of liver
before_filter	Yekutieli	K74	FALSE	K74 Fibrosis and cirrhosis of liver
after_filter	Yekutieli	K74	FALSE	K74 Fibrosis and cirrhosis of liver
before_filter	Focused_BH	K740	FALSE	K74.0 Hepatic fibrosis
after_filter	Focused_BH	K740	FALSE	K74.0 Hepatic fibrosis
before_filter	Structured_Holm	K740	FALSE	K74.0 Hepatic fibrosis
after_filter	Structured_Holm	K740	FALSE	K74.0 Hepatic fibrosis
before_filter	BH	K740	FALSE	K74.0 Hepatic fibrosis
after_filter	BH	K740	FALSE	K74.0 Hepatic fibrosis
before_filter	Leaf_BH	K740	FALSE	K74.0 Hepatic fibrosis
after_filter	Leaf_BH	K740	FALSE	K74.0 Hepatic fibrosis
before_filter	Yekutieli	K740	FALSE	K74.0 Hepatic fibrosis
after_filter	Yekutieli	K740	FALSE	K74.0 Hepatic fibrosis
before_filter	Focused_BH	K743	FALSE	K74.3 Primary biliary cirrhosis
after_filter	Focused_BH	K743	FALSE	K74.3 Primary biliary cirrhosis
before_filter	Structured_Holm	K743	FALSE	K74.3 Primary biliary cirrhosis
after_filter	Structured_Holm	K743	FALSE	K74.3 Primary biliary cirrhosis
before_filter	BH	K743	FALSE	K74.3 Primary biliary cirrhosis
after_filter	BH	K743	FALSE	K74.3 Primary biliary cirrhosis
before_filter	Leaf_BH	K743	FALSE	K74.3 Primary biliary cirrhosis
after_filter	Leaf_BH	K743	FALSE	K74.3 Primary biliary cirrhosis
before_filter	Yekutieli	K743	FALSE	K74.3 Primary biliary cirrhosis
after_filter	Yekutieli	K743	FALSE	K74.3 Primary biliary cirrhosis
before_filter	Focused_BH	K746	FALSE	K74.6 Other and unspecified cirrhosis of liver
after_filter	Focused_BH	K746	FALSE	K74.6 Other and unspecified cirrhosis of liver
before_filter	Structured_Holm	K746	FALSE	K74.6 Other and unspecified cirrhosis of liver
after_filter	Structured_Holm	K746	FALSE	K74.6 Other and unspecified cirrhosis of liver
before_filter	BH	K746	FALSE	K74.6 Other and unspecified cirrhosis of liver
after_filter	BH	K746	FALSE	K74.6 Other and unspecified cirrhosis of liver
before_filter	Leaf_BH	K746	FALSE	K74.6 Other and unspecified cirrhosis of liver
after_filter	Leaf_BH	K746	FALSE	K74.6 Other and unspecified cirrhosis of liver
before_filter	Yekutieli	K746	FALSE	K74.6 Other and unspecified cirrhosis of liver
after_filter	Yekutieli	K746	FALSE	K74.6 Other and unspecified cirrhosis of liver
before_filter	Focused_BH	K75	FALSE	K75 Other inflammatory liver diseases
after_filter	Focused_BH	K75	FALSE	K75 Other inflammatory liver diseases
before_filter	Structured_Holm	K75	FALSE	K75 Other inflammatory liver diseases
after_filter	Structured_Holm	K75	FALSE	K75 Other inflammatory liver diseases
before_filter	BH	K75	FALSE	K75 Other inflammatory liver diseases
after_filter	BH	K75	FALSE	K75 Other inflammatory liver diseases
before_filter	Leaf_BH	K75	FALSE	K75 Other inflammatory liver diseases
after_filter	Leaf_BH	K75	FALSE	K75 Other inflammatory liver diseases
before_filter	Yekutieli	K75	FALSE	K75 Other inflammatory liver diseases
after_filter	Yekutieli	K75	FALSE	K75 Other inflammatory liver diseases
before_filter	Focused_BH	K750	FALSE	K75.0 Abscess of liver
after_filter	Focused_BH	K750	FALSE	K75.0 Abscess of liver
before_filter	Structured_Holm	K750	FALSE	K75.0 Abscess of liver
after_filter	Structured_Holm	K750	FALSE	K75.0 Abscess of liver
before_filter	BH	K750	FALSE	K75.0 Abscess of liver
after_filter	BH	K750	FALSE	K75.0 Abscess of liver
before_filter	Leaf_BH	K750	FALSE	K75.0 Abscess of liver
after_filter	Leaf_BH	K750	FALSE	K75.0 Abscess of liver
before_filter	Yekutieli	K750	FALSE	K75.0 Abscess of liver
after_filter	Yekutieli	K750	FALSE	K75.0 Abscess of liver
before_filter	Focused_BH	K754	FALSE	K75.4 Autoimmune hepatitis
after_filter	Focused_BH	K754	FALSE	K75.4 Autoimmune hepatitis
before_filter	Structured_Holm	K754	FALSE	K75.4 Autoimmune hepatitis
after_filter	Structured_Holm	K754	FALSE	K75.4 Autoimmune hepatitis
before_filter	BH	K754	FALSE	K75.4 Autoimmune hepatitis
after_filter	BH	K754	FALSE	K75.4 Autoimmune hepatitis
before_filter	Leaf_BH	K754	FALSE	K75.4 Autoimmune hepatitis
after_filter	Leaf_BH	K754	FALSE	K75.4 Autoimmune hepatitis
before_filter	Yekutieli	K754	FALSE	K75.4 Autoimmune hepatitis
after_filter	Yekutieli	K754	FALSE	K75.4 Autoimmune hepatitis
before_filter	Focused_BH	K758	FALSE	K75.8 Other specified inflammatory liver diseases
after_filter	Focused_BH	K758	FALSE	K75.8 Other specified inflammatory liver diseases
before_filter	Structured_Holm	K758	FALSE	K75.8 Other specified inflammatory liver diseases
after_filter	Structured_Holm	K758	FALSE	K75.8 Other specified inflammatory liver diseases
before_filter	BH	K758	FALSE	K75.8 Other specified inflammatory liver diseases
after_filter	BH	K758	FALSE	K75.8 Other specified inflammatory liver diseases
before_filter	Leaf_BH	K758	FALSE	K75.8 Other specified inflammatory liver diseases
after_filter	Leaf_BH	K758	FALSE	K75.8 Other specified inflammatory liver diseases
before_filter	Yekutieli	K758	FALSE	K75.8 Other specified inflammatory liver diseases
after_filter	Yekutieli	K758	FALSE	K75.8 Other specified inflammatory liver diseases
before_filter	Focused_BH	K759	FALSE	K75.9 Inflammatory liver disease, unspecified
after_filter	Focused_BH	K759	FALSE	K75.9 Inflammatory liver disease, unspecified
before_filter	Structured_Holm	K759	FALSE	K75.9 Inflammatory liver disease, unspecified
after_filter	Structured_Holm	K759	FALSE	K75.9 Inflammatory liver disease, unspecified
before_filter	BH	K759	FALSE	K75.9 Inflammatory liver disease, unspecified
after_filter	BH	K759	FALSE	K75.9 Inflammatory liver disease, unspecified
before_filter	Leaf_BH	K759	FALSE	K75.9 Inflammatory liver disease, unspecified
after_filter	Leaf_BH	K759	FALSE	K75.9 Inflammatory liver disease, unspecified
before_filter	Yekutieli	K759	FALSE	K75.9 Inflammatory liver disease, unspecified
after_filter	Yekutieli	K759	FALSE	K75.9 Inflammatory liver disease, unspecified
before_filter	Focused_BH	K76	FALSE	K76 Other diseases of liver
after_filter	Focused_BH	K76	FALSE	K76 Other diseases of liver
before_filter	Structured_Holm	K76	FALSE	K76 Other diseases of liver
after_filter	Structured_Holm	K76	FALSE	K76 Other diseases of liver
before_filter	BH	K76	FALSE	K76 Other diseases of liver
after_filter	BH	K76	FALSE	K76 Other diseases of liver
before_filter	Leaf_BH	K76	FALSE	K76 Other diseases of liver
after_filter	Leaf_BH	K76	FALSE	K76 Other diseases of liver
before_filter	Yekutieli	K76	FALSE	K76 Other diseases of liver
after_filter	Yekutieli	K76	FALSE	K76 Other diseases of liver
before_filter	Focused_BH	K760	FALSE	K76.0 Fatty (change of) liver, not elsewhere classified
after_filter	Focused_BH	K760	FALSE	K76.0 Fatty (change of) liver, not elsewhere classified
before_filter	Structured_Holm	K760	FALSE	K76.0 Fatty (change of) liver, not elsewhere classified
